"","country","year","sex","age","suicides_no","population"
"32349","Thailand",2004,"male","35-54 years",1251,9483233
"32350","Thailand",2004,"male","5-14 years",17,5028787
"32351","Thailand",2004,"male","55-74 years",491,3818852
"32352","Thailand",2004,"male","75+ years",93,719132
"32353","Thailand",2005,"female","15-24 years",117,5146603
"32354","Thailand",2005,"female","25-34 years",187,5511934
"32355","Thailand",2005,"female","35-54 years",383,10311164
"32356","Thailand",2005,"female","5-14 years",12,4737188
"32357","Thailand",2005,"female","55-74 years",175,4480508
"32358","Thailand",2005,"female","75+ years",33,996752
"32359","Thailand",2005,"male","15-24 years",458,5246514
"32360","Thailand",2005,"male","25-34 years",838,5394031
"32361","Thailand",2005,"male","35-54 years",1128,9695484
"32362","Thailand",2005,"male","5-14 years",26,4951038
"32363","Thailand",2005,"male","55-74 years",486,3955327
"32364","Thailand",2005,"male","75+ years",94,756122
"32365","Thailand",2006,"female","15-24 years",91,5071455
"32366","Thailand",2006,"female","25-34 years",139,5487543
"32367","Thailand",2006,"female","35-54 years",339,10529498
"32368","Thailand",2006,"female","5-14 years",13,4652889
"32369","Thailand",2006,"female","55-74 years",147,4640141
"32370","Thailand",2006,"female","75+ years",27,1054449
"32371","Thailand",2006,"male","15-24 years",378,5162684
"32372","Thailand",2006,"male","25-34 years",765,5386410
"32373","Thailand",2006,"male","35-54 years",1150,9887556
"32374","Thailand",2006,"male","5-14 years",14,4871391
"32375","Thailand",2006,"male","55-74 years",458,4090909
"32376","Thailand",2006,"male","75+ years",87,801587
"32377","Thailand",2007,"female","15-24 years",89,4762664
"32378","Thailand",2007,"female","25-34 years",159,5419991
"32379","Thailand",2007,"female","35-54 years",356,9981463
"32380","Thailand",2007,"female","5-14 years",9,4486048
"32381","Thailand",2007,"female","55-74 years",155,4278519
"32382","Thailand",2007,"female","75+ years",43,1017629
"32383","Thailand",2007,"male","15-24 years",406,4948804
"32384","Thailand",2007,"male","25-34 years",798,5444545
"32385","Thailand",2007,"male","35-54 years",1149,9422822
"32386","Thailand",2007,"male","5-14 years",16,4752235
"32387","Thailand",2007,"male","55-74 years",470,3718870
"32388","Thailand",2007,"male","75+ years",104,708031
"32389","Thailand",2008,"female","15-24 years",97,4741877
"32390","Thailand",2008,"female","25-34 years",143,5373526
"32391","Thailand",2008,"female","35-54 years",398,10132362
"32392","Thailand",2008,"female","5-14 years",11,4409659
"32393","Thailand",2008,"female","55-74 years",173,4389154
"32394","Thailand",2008,"female","75+ years",50,1054269
"32395","Thailand",2008,"male","15-24 years",374,4934951
"32396","Thailand",2008,"male","25-34 years",757,5411804
"32397","Thailand",2008,"male","35-54 years",1188,9562677
"32398","Thailand",2008,"male","5-14 years",13,4676722
"32399","Thailand",2008,"male","55-74 years",473,3802960
"32400","Thailand",2008,"male","75+ years",101,726812
"32401","Thailand",2009,"female","15-24 years",100,4716781
"32402","Thailand",2009,"female","25-34 years",142,5309573
"32403","Thailand",2009,"female","35-54 years",382,10260748
"32404","Thailand",2009,"female","5-14 years",17,4329225
"32405","Thailand",2009,"female","55-74 years",185,4542278
"32406","Thailand",2009,"female","75+ years",35,1099718
"32407","Thailand",2009,"male","15-24 years",369,4914657
"32408","Thailand",2009,"male","25-34 years",707,5357432
"32409","Thailand",2009,"male","35-54 years",1172,9681789
"32410","Thailand",2009,"male","5-14 years",20,4588799
"32411","Thailand",2009,"male","55-74 years",542,3927105
"32412","Thailand",2009,"male","75+ years",116,755613
"32413","Thailand",2010,"female","15-24 years",120,4702548
"32414","Thailand",2010,"female","25-34 years",164,5237458
"32415","Thailand",2010,"female","35-54 years",345,10369541
"32416","Thailand",2010,"female","5-14 years",14,4244226
"32417","Thailand",2010,"female","55-74 years",164,4724470
"32418","Thailand",2010,"female","75+ years",41,1146473
"32419","Thailand",2010,"male","15-24 years",387,4905031
"32420","Thailand",2010,"male","25-34 years",688,5293421
"32421","Thailand",2010,"male","35-54 years",1166,9786527
"32422","Thailand",2010,"male","5-14 years",16,4496770
"32423","Thailand",2010,"male","55-74 years",511,4075634
"32424","Thailand",2010,"male","75+ years",145,787665
"32425","Thailand",2011,"female","15-24 years",95,4723611
"32426","Thailand",2011,"female","25-34 years",147,5172436
"32427","Thailand",2011,"female","35-54 years",361,10474832
"32428","Thailand",2011,"female","5-14 years",12,4164365
"32429","Thailand",2011,"female","55-74 years",217,4948016
"32430","Thailand",2011,"female","75+ years",56,1205643
"32431","Thailand",2011,"male","15-24 years",357,4929387
"32432","Thailand",2011,"male","25-34 years",782,5237957
"32433","Thailand",2011,"male","35-54 years",1227,9897542
"32434","Thailand",2011,"male","5-14 years",19,4413405
"32435","Thailand",2011,"male","55-74 years",488,4266668
"32436","Thailand",2011,"male","75+ years",112,827970
"32437","Thailand",2012,"female","15-24 years",84,4728702
"32438","Thailand",2012,"female","25-34 years",162,5050719
"32439","Thailand",2012,"female","35-54 years",394,10521850
"32440","Thailand",2012,"female","5-14 years",14,4056666
"32441","Thailand",2012,"female","55-74 years",222,5145957
"32442","Thailand",2012,"female","75+ years",54,1265466
"32443","Thailand",2012,"male","15-24 years",369,4938617
"32444","Thailand",2012,"male","25-34 years",721,5121552
"32445","Thailand",2012,"male","35-54 years",1234,9949264
"32446","Thailand",2012,"male","5-14 years",14,4300247
"32447","Thailand",2012,"male","55-74 years",581,4433963
"32448","Thailand",2012,"male","75+ years",136,869252
"32449","Thailand",2013,"female","15-24 years",88,4741021
"32450","Thailand",2013,"female","25-34 years",126,4960889
"32451","Thailand",2013,"female","35-54 years",382,10594744
"32452","Thailand",2013,"female","5-14 years",6,3984166
"32453","Thailand",2013,"female","55-74 years",190,5336311
"32454","Thailand",2013,"female","75+ years",64,1362800
"32455","Thailand",2013,"male","15-24 years",331,4956860
"32456","Thailand",2013,"male","25-34 years",706,5038432
"32457","Thailand",2013,"male","35-54 years",1313,10032499
"32458","Thailand",2013,"male","5-14 years",17,4224575
"32459","Thailand",2013,"male","55-74 years",586,4596763
"32460","Thailand",2013,"male","75+ years",152,937427
"32461","Thailand",2014,"female","15-24 years",49,4717317
"32462","Thailand",2014,"female","25-34 years",116,4883263
"32463","Thailand",2014,"female","35-54 years",388,10644118
"32464","Thailand",2014,"female","5-14 years",14,3940160
"32465","Thailand",2014,"female","55-74 years",240,5539928
"32466","Thailand",2014,"female","75+ years",71,1458962
"32467","Thailand",2014,"male","15-24 years",337,4935213
"32468","Thailand",2014,"male","25-34 years",682,4969108
"32469","Thailand",2014,"male","35-54 years",1274,10095367
"32470","Thailand",2014,"male","5-14 years",12,4179206
"32471","Thailand",2014,"male","55-74 years",632,4771792
"32472","Thailand",2014,"male","75+ years",137,1005485
"32473","Thailand",2015,"female","15-24 years",55,4632371
"32474","Thailand",2015,"female","25-34 years",96,4783703
"32475","Thailand",2015,"female","35-54 years",363,10646859
"32476","Thailand",2015,"female","5-14 years",14,3881727
"32477","Thailand",2015,"female","55-74 years",248,5795996
"32478","Thailand",2015,"female","75+ years",63,1527522
"32479","Thailand",2015,"male","15-24 years",317,4847684
"32480","Thailand",2015,"male","25-34 years",663,4873464
"32481","Thailand",2015,"male","35-54 years",1482,10101149
"32482","Thailand",2015,"male","5-14 years",12,4111704
"32483","Thailand",2015,"male","55-74 years",718,4990958
"32484","Thailand",2015,"male","75+ years",174,1068139
"32485","Thailand",2016,"female","15-24 years",60,4525574
"32486","Thailand",2016,"female","25-34 years",116,4702656
"32487","Thailand",2016,"female","35-54 years",375,10629684
"32488","Thailand",2016,"female","5-14 years",6,3835038
"32489","Thailand",2016,"female","55-74 years",222,6049756
"32490","Thailand",2016,"female","75+ years",69,1589015
"32491","Thailand",2016,"male","15-24 years",322,4736305
"32492","Thailand",2016,"male","25-34 years",646,4796355
"32493","Thailand",2016,"male","35-54 years",1421,10084647
"32494","Thailand",2016,"male","5-14 years",8,4056689
"32495","Thailand",2016,"male","55-74 years",734,5203957
"32496","Thailand",2016,"male","75+ years",152,1124052
"32497","Trinidad and Tobago",1979,"female","15-24 years",6,123816
"32498","Trinidad and Tobago",1979,"female","25-34 years",3,78511
"32499","Trinidad and Tobago",1979,"female","35-54 years",4,92363
"32500","Trinidad and Tobago",1979,"female","5-14 years",0,117972
"32501","Trinidad and Tobago",1979,"female","55-74 years",4,51595
"32502","Trinidad and Tobago",1979,"female","75+ years",0,9943
"32503","Trinidad and Tobago",1979,"male","15-24 years",12,123942
"32504","Trinidad and Tobago",1979,"male","25-34 years",10,78179
"32505","Trinidad and Tobago",1979,"male","35-54 years",6,86754
"32506","Trinidad and Tobago",1979,"male","5-14 years",0,119837
"32507","Trinidad and Tobago",1979,"male","55-74 years",9,48744
"32508","Trinidad and Tobago",1979,"male","75+ years",1,7635
"32509","Trinidad and Tobago",1980,"female","15-24 years",3,122300
"32510","Trinidad and Tobago",1980,"female","25-34 years",3,76700
"32511","Trinidad and Tobago",1980,"female","35-54 years",2,99000
"32512","Trinidad and Tobago",1980,"female","5-14 years",1,122300
"32513","Trinidad and Tobago",1980,"female","55-74 years",0,53600
"32514","Trinidad and Tobago",1980,"female","75+ years",0,9100
"32515","Trinidad and Tobago",1980,"male","15-24 years",9,127300
"32516","Trinidad and Tobago",1980,"male","25-34 years",11,86900
"32517","Trinidad and Tobago",1980,"male","35-54 years",10,101900
"32518","Trinidad and Tobago",1980,"male","5-14 years",0,126300
"32519","Trinidad and Tobago",1980,"male","55-74 years",2,53600
"32520","Trinidad and Tobago",1980,"male","75+ years",2,6000
"32521","Trinidad and Tobago",1981,"female","15-24 years",7,125200
"32522","Trinidad and Tobago",1981,"female","25-34 years",2,78100
"32523","Trinidad and Tobago",1981,"female","35-54 years",5,98200
"32524","Trinidad and Tobago",1981,"female","5-14 years",1,125200
"32525","Trinidad and Tobago",1981,"female","55-74 years",1,55000
"32526","Trinidad and Tobago",1981,"female","75+ years",0,9000
"32527","Trinidad and Tobago",1981,"male","15-24 years",14,130300
"32528","Trinidad and Tobago",1981,"male","25-34 years",15,88200
"32529","Trinidad and Tobago",1981,"male","35-54 years",8,101100
"32530","Trinidad and Tobago",1981,"male","5-14 years",0,129200
"32531","Trinidad and Tobago",1981,"male","55-74 years",5,55000
"32532","Trinidad and Tobago",1981,"male","75+ years",0,6000
"32533","Trinidad and Tobago",1982,"female","15-24 years",11,127400
"32534","Trinidad and Tobago",1982,"female","25-34 years",6,79600
"32535","Trinidad and Tobago",1982,"female","35-54 years",2,101600
"32536","Trinidad and Tobago",1982,"female","5-14 years",1,127400
"32537","Trinidad and Tobago",1982,"female","55-74 years",0,54700
"32538","Trinidad and Tobago",1982,"female","75+ years",1,9000
"32539","Trinidad and Tobago",1982,"male","15-24 years",10,131400
"32540","Trinidad and Tobago",1982,"male","25-34 years",19,89600
"32541","Trinidad and Tobago",1982,"male","35-54 years",19,104600
"32542","Trinidad and Tobago",1982,"male","5-14 years",2,130400
"32543","Trinidad and Tobago",1982,"male","55-74 years",7,54700
"32544","Trinidad and Tobago",1982,"male","75+ years",0,6000
"32545","Trinidad and Tobago",1983,"female","15-24 years",17,129000
"32546","Trinidad and Tobago",1983,"female","25-34 years",4,80000
"32547","Trinidad and Tobago",1983,"female","35-54 years",3,103000
"32548","Trinidad and Tobago",1983,"female","5-14 years",1,129000
"32549","Trinidad and Tobago",1983,"female","55-74 years",1,56000
"32550","Trinidad and Tobago",1983,"female","75+ years",2,9000
"32551","Trinidad and Tobago",1983,"male","15-24 years",15,135000
"32552","Trinidad and Tobago",1983,"male","25-34 years",25,91000
"32553","Trinidad and Tobago",1983,"male","35-54 years",22,106000
"32554","Trinidad and Tobago",1983,"male","5-14 years",0,134000
"32555","Trinidad and Tobago",1983,"male","55-74 years",7,56000
"32556","Trinidad and Tobago",1983,"male","75+ years",2,6000
"32557","Trinidad and Tobago",1984,"female","15-24 years",9,126100
"32558","Trinidad and Tobago",1984,"female","25-34 years",3,97600
"32559","Trinidad and Tobago",1984,"female","35-54 years",3,106300
"32560","Trinidad and Tobago",1984,"female","5-14 years",1,119300
"32561","Trinidad and Tobago",1984,"female","55-74 years",0,55100
"32562","Trinidad and Tobago",1984,"female","75+ years",3,11800
"32563","Trinidad and Tobago",1984,"male","15-24 years",21,125200
"32564","Trinidad and Tobago",1984,"male","25-34 years",16,97600
"32565","Trinidad and Tobago",1984,"male","35-54 years",14,103400
"32566","Trinidad and Tobago",1984,"male","5-14 years",1,126200
"32567","Trinidad and Tobago",1984,"male","55-74 years",4,50200
"32568","Trinidad and Tobago",1984,"male","75+ years",0,8800
"32569","Trinidad and Tobago",1985,"female","15-24 years",3,123000
"32570","Trinidad and Tobago",1985,"female","25-34 years",2,93000
"32571","Trinidad and Tobago",1985,"female","35-54 years",0,102000
"32572","Trinidad and Tobago",1985,"female","5-14 years",0,121000
"32573","Trinidad and Tobago",1985,"female","55-74 years",0,55000
"32574","Trinidad and Tobago",1985,"female","75+ years",0,14000
"32575","Trinidad and Tobago",1985,"male","15-24 years",4,123000
"32576","Trinidad and Tobago",1985,"male","25-34 years",8,93000
"32577","Trinidad and Tobago",1985,"male","35-54 years",9,100000
"32578","Trinidad and Tobago",1985,"male","5-14 years",1,124000
"32579","Trinidad and Tobago",1985,"male","55-74 years",2,51000
"32580","Trinidad and Tobago",1985,"male","75+ years",0,9000
"32581","Trinidad and Tobago",1986,"female","15-24 years",12,130300
"32582","Trinidad and Tobago",1986,"female","25-34 years",9,100800
"32583","Trinidad and Tobago",1986,"female","35-54 years",9,109900
"32584","Trinidad and Tobago",1986,"female","5-14 years",0,123200
"32585","Trinidad and Tobago",1986,"female","55-74 years",4,56900
"32586","Trinidad and Tobago",1986,"female","75+ years",1,12200
"32587","Trinidad and Tobago",1986,"male","15-24 years",13,129300
"32588","Trinidad and Tobago",1986,"male","25-34 years",25,100800
"32589","Trinidad and Tobago",1986,"male","35-54 years",21,106900
"32590","Trinidad and Tobago",1986,"male","5-14 years",1,130300
"32591","Trinidad and Tobago",1986,"male","55-74 years",8,51800
"32592","Trinidad and Tobago",1986,"male","75+ years",1,9200
"32593","Trinidad and Tobago",1987,"female","15-24 years",8,132200
"32594","Trinidad and Tobago",1987,"female","25-34 years",7,102500
"32595","Trinidad and Tobago",1987,"female","35-54 years",9,111700
"32596","Trinidad and Tobago",1987,"female","5-14 years",1,125100
"32597","Trinidad and Tobago",1987,"female","55-74 years",2,57900
"32598","Trinidad and Tobago",1987,"female","75+ years",0,12300
"32599","Trinidad and Tobago",1987,"male","15-24 years",25,131200
"32600","Trinidad and Tobago",1987,"male","25-34 years",30,102500
"32601","Trinidad and Tobago",1987,"male","35-54 years",23,108600
"32602","Trinidad and Tobago",1987,"male","5-14 years",1,132300
"32603","Trinidad and Tobago",1987,"male","55-74 years",9,52700
"32604","Trinidad and Tobago",1987,"male","75+ years",4,9300
"32605","Trinidad and Tobago",1988,"female","15-24 years",10,134500
"32606","Trinidad and Tobago",1988,"female","25-34 years",16,104100
"32607","Trinidad and Tobago",1988,"female","35-54 years",13,113400
"32608","Trinidad and Tobago",1988,"female","5-14 years",4,127200
"32609","Trinidad and Tobago",1988,"female","55-74 years",1,58700
"32610","Trinidad and Tobago",1988,"female","75+ years",2,12400
"32611","Trinidad and Tobago",1988,"male","15-24 years",22,133500
"32612","Trinidad and Tobago",1988,"male","25-34 years",39,104100
"32613","Trinidad and Tobago",1988,"male","35-54 years",32,110300
"32614","Trinidad and Tobago",1988,"male","5-14 years",0,134500
"32615","Trinidad and Tobago",1988,"male","55-74 years",20,53500
"32616","Trinidad and Tobago",1988,"male","75+ years",5,9400
"32617","Trinidad and Tobago",1989,"female","15-24 years",20,116000
"32618","Trinidad and Tobago",1989,"female","25-34 years",5,107000
"32619","Trinidad and Tobago",1989,"female","35-54 years",11,115000
"32620","Trinidad and Tobago",1989,"female","5-14 years",2,132000
"32621","Trinidad and Tobago",1989,"female","55-74 years",2,56000
"32622","Trinidad and Tobago",1989,"female","75+ years",1,15000
"32623","Trinidad and Tobago",1989,"male","15-24 years",30,116000
"32624","Trinidad and Tobago",1989,"male","25-34 years",37,105000
"32625","Trinidad and Tobago",1989,"male","35-54 years",45,111000
"32626","Trinidad and Tobago",1989,"male","5-14 years",3,136000
"32627","Trinidad and Tobago",1989,"male","55-74 years",15,52000
"32628","Trinidad and Tobago",1989,"male","75+ years",2,9000
"32629","Trinidad and Tobago",1990,"female","15-24 years",17,114000
"32630","Trinidad and Tobago",1990,"female","25-34 years",8,109000
"32631","Trinidad and Tobago",1990,"female","35-54 years",11,119000
"32632","Trinidad and Tobago",1990,"female","5-14 years",3,136000
"32633","Trinidad and Tobago",1990,"female","55-74 years",5,57000
"32634","Trinidad and Tobago",1990,"female","75+ years",1,16500
"32635","Trinidad and Tobago",1990,"male","15-24 years",30,115000
"32636","Trinidad and Tobago",1990,"male","25-34 years",43,107000
"32637","Trinidad and Tobago",1990,"male","35-54 years",34,113000
"32638","Trinidad and Tobago",1990,"male","5-14 years",1,140000
"32639","Trinidad and Tobago",1990,"male","55-74 years",16,52000
"32640","Trinidad and Tobago",1990,"male","75+ years",1,10000
"32641","Trinidad and Tobago",1991,"female","15-24 years",11,113000
"32642","Trinidad and Tobago",1991,"female","25-34 years",4,111000
"32643","Trinidad and Tobago",1991,"female","35-54 years",8,121000
"32644","Trinidad and Tobago",1991,"female","5-14 years",4,139000
"32645","Trinidad and Tobago",1991,"female","55-74 years",2,58000
"32646","Trinidad and Tobago",1991,"female","75+ years",1,16000
"32647","Trinidad and Tobago",1991,"male","15-24 years",42,114000
"32648","Trinidad and Tobago",1991,"male","25-34 years",32,108000
"32649","Trinidad and Tobago",1991,"male","35-54 years",27,117000
"32650","Trinidad and Tobago",1991,"male","5-14 years",1,143000
"32651","Trinidad and Tobago",1991,"male","55-74 years",16,52000
"32652","Trinidad and Tobago",1991,"male","75+ years",0,10000
"32653","Trinidad and Tobago",1992,"female","15-24 years",9,102800
"32654","Trinidad and Tobago",1992,"female","25-34 years",6,98600
"32655","Trinidad and Tobago",1992,"female","35-54 years",5,121800
"32656","Trinidad and Tobago",1992,"female","5-14 years",3,131500
"32657","Trinidad and Tobago",1992,"female","55-74 years",3,56500
"32658","Trinidad and Tobago",1992,"female","75+ years",0,15700
"32659","Trinidad and Tobago",1992,"male","15-24 years",31,121600
"32660","Trinidad and Tobago",1992,"male","25-34 years",37,113500
"32661","Trinidad and Tobago",1992,"male","35-54 years",44,140500
"32662","Trinidad and Tobago",1992,"male","5-14 years",2,155000
"32663","Trinidad and Tobago",1992,"male","55-74 years",16,61400
"32664","Trinidad and Tobago",1992,"male","75+ years",7,13700
"32665","Trinidad and Tobago",1993,"female","15-24 years",9,104900
"32666","Trinidad and Tobago",1993,"female","25-34 years",6,98700
"32667","Trinidad and Tobago",1993,"female","35-54 years",6,126300
"32668","Trinidad and Tobago",1993,"female","5-14 years",2,132100
"32669","Trinidad and Tobago",1993,"female","55-74 years",3,57700
"32670","Trinidad and Tobago",1993,"female","75+ years",0,16000
"32671","Trinidad and Tobago",1993,"male","15-24 years",26,123800
"32672","Trinidad and Tobago",1993,"male","25-34 years",46,113000
"32673","Trinidad and Tobago",1993,"male","35-54 years",59,144600
"32674","Trinidad and Tobago",1993,"male","5-14 years",0,155100
"32675","Trinidad and Tobago",1993,"male","55-74 years",16,62100
"32676","Trinidad and Tobago",1993,"male","75+ years",1,14000
"32677","Trinidad and Tobago",1994,"female","15-24 years",10,107700
"32678","Trinidad and Tobago",1994,"female","25-34 years",10,98600
"32679","Trinidad and Tobago",1994,"female","35-54 years",7,130800
"32680","Trinidad and Tobago",1994,"female","5-14 years",0,131800
"32681","Trinidad and Tobago",1994,"female","55-74 years",3,59100
"32682","Trinidad and Tobago",1994,"female","75+ years",0,16300
"32683","Trinidad and Tobago",1994,"male","15-24 years",20,126500
"32684","Trinidad and Tobago",1994,"male","25-34 years",35,112100
"32685","Trinidad and Tobago",1994,"male","35-54 years",35,148900
"32686","Trinidad and Tobago",1994,"male","5-14 years",2,154000
"32687","Trinidad and Tobago",1994,"male","55-74 years",23,62900
"32688","Trinidad and Tobago",1994,"male","75+ years",3,14200
"32689","Trinidad and Tobago",1995,"female","15-24 years",10,113234
"32690","Trinidad and Tobago",1995,"female","25-34 years",10,101779
"32691","Trinidad and Tobago",1995,"female","35-54 years",11,142426
"32692","Trinidad and Tobago",1995,"female","5-14 years",4,138208
"32693","Trinidad and Tobago",1995,"female","55-74 years",4,65284
"32694","Trinidad and Tobago",1995,"female","75+ years",0,17067
"32695","Trinidad and Tobago",1995,"male","15-24 years",17,115521
"32696","Trinidad and Tobago",1995,"male","25-34 years",42,100908
"32697","Trinidad and Tobago",1995,"male","35-54 years",54,144401
"32698","Trinidad and Tobago",1995,"male","5-14 years",1,141921
"32699","Trinidad and Tobago",1995,"male","55-74 years",23,57475
"32700","Trinidad and Tobago",1995,"male","75+ years",8,10949
"32701","Trinidad and Tobago",1996,"female","15-24 years",15,115355
"32702","Trinidad and Tobago",1996,"female","25-34 years",6,100227
"32703","Trinidad and Tobago",1996,"female","35-54 years",5,146795
"32704","Trinidad and Tobago",1996,"female","5-14 years",2,134926
"32705","Trinidad and Tobago",1996,"female","55-74 years",5,66636
"32706","Trinidad and Tobago",1996,"female","75+ years",2,17620
"32707","Trinidad and Tobago",1996,"male","15-24 years",16,117770
"32708","Trinidad and Tobago",1996,"male","25-34 years",29,99392
"32709","Trinidad and Tobago",1996,"male","35-54 years",43,148905
"32710","Trinidad and Tobago",1996,"male","5-14 years",0,138510
"32711","Trinidad and Tobago",1996,"male","55-74 years",17,58736
"32712","Trinidad and Tobago",1996,"male","75+ years",6,11313
"32713","Trinidad and Tobago",1997,"female","15-24 years",13,118000
"32714","Trinidad and Tobago",1997,"female","25-34 years",8,98330
"32715","Trinidad and Tobago",1997,"female","35-54 years",6,151383
"32716","Trinidad and Tobago",1997,"female","5-14 years",0,130641
"32717","Trinidad and Tobago",1997,"female","55-74 years",4,68194
"32718","Trinidad and Tobago",1997,"female","75+ years",0,18117
"32719","Trinidad and Tobago",1997,"male","15-24 years",25,120487
"32720","Trinidad and Tobago",1997,"male","25-34 years",34,97588
"32721","Trinidad and Tobago",1997,"male","35-54 years",44,153642
"32722","Trinidad and Tobago",1997,"male","5-14 years",2,134111
"32723","Trinidad and Tobago",1997,"male","55-74 years",19,60173
"32724","Trinidad and Tobago",1997,"male","75+ years",5,11601
"32725","Trinidad and Tobago",1998,"female","15-24 years",10,121015
"32726","Trinidad and Tobago",1998,"female","25-34 years",7,96362
"32727","Trinidad and Tobago",1998,"female","35-54 years",7,155939
"32728","Trinidad and Tobago",1998,"female","5-14 years",3,125726
"32729","Trinidad and Tobago",1998,"female","55-74 years",1,69981
"32730","Trinidad and Tobago",1998,"female","75+ years",2,18573
"32731","Trinidad and Tobago",1998,"male","15-24 years",23,123518
"32732","Trinidad and Tobago",1998,"male","25-34 years",32,95771
"32733","Trinidad and Tobago",1998,"male","35-54 years",64,158330
"32734","Trinidad and Tobago",1998,"male","5-14 years",1,129083
"32735","Trinidad and Tobago",1998,"male","55-74 years",16,61816
"32736","Trinidad and Tobago",1998,"male","75+ years",5,11810
"32737","Trinidad and Tobago",1999,"female","15-24 years",8,124040
"32738","Trinidad and Tobago",1999,"female","25-34 years",8,94694
"32739","Trinidad and Tobago",1999,"female","35-54 years",9,160053
"32740","Trinidad and Tobago",1999,"female","5-14 years",0,120679
"32741","Trinidad and Tobago",1999,"female","55-74 years",4,71972
"32742","Trinidad and Tobago",1999,"female","75+ years",1,19001
"32743","Trinidad and Tobago",1999,"male","15-24 years",16,126509
"32744","Trinidad and Tobago",1999,"male","25-34 years",28,94272
"32745","Trinidad and Tobago",1999,"male","35-54 years",39,162536
"32746","Trinidad and Tobago",1999,"male","5-14 years",0,123911
"32747","Trinidad and Tobago",1999,"male","55-74 years",25,63682
"32748","Trinidad and Tobago",1999,"male","75+ years",1,11927
"32749","Trinidad and Tobago",2000,"female","15-24 years",9,126792
"32750","Trinidad and Tobago",2000,"female","25-34 years",5,93571
"32751","Trinidad and Tobago",2000,"female","35-54 years",7,163504
"32752","Trinidad and Tobago",2000,"female","5-14 years",2,115801
"32753","Trinidad and Tobago",2000,"female","55-74 years",4,74148
"32754","Trinidad and Tobago",2000,"female","75+ years",5,19412
"32755","Trinidad and Tobago",2000,"male","15-24 years",25,129187
"32756","Trinidad and Tobago",2000,"male","25-34 years",30,93304
"32757","Trinidad and Tobago",2000,"male","35-54 years",54,166024
"32758","Trinidad and Tobago",2000,"male","5-14 years",1,118873
"32759","Trinidad and Tobago",2000,"male","55-74 years",20,65790
"32760","Trinidad and Tobago",2000,"male","75+ years",4,11957
"32761","Trinidad and Tobago",2001,"female","15-24 years",16,128825
"32762","Trinidad and Tobago",2001,"female","25-34 years",4,93862
"32763","Trinidad and Tobago",2001,"female","35-54 years",10,166710
"32764","Trinidad and Tobago",2001,"female","5-14 years",2,110619
"32765","Trinidad and Tobago",2001,"female","55-74 years",5,76085
"32766","Trinidad and Tobago",2001,"female","75+ years",1,20018
"32767","Trinidad and Tobago",2001,"male","15-24 years",29,131221
"32768","Trinidad and Tobago",2001,"male","25-34 years",26,93774
"32769","Trinidad and Tobago",2001,"male","35-54 years",61,168569
"32770","Trinidad and Tobago",2001,"male","5-14 years",0,113571
"32771","Trinidad and Tobago",2001,"male","55-74 years",18,67749
"32772","Trinidad and Tobago",2001,"male","75+ years",7,12351
"32773","Trinidad and Tobago",2002,"female","15-24 years",7,130404
"32774","Trinidad and Tobago",2002,"female","25-34 years",9,94721
"32775","Trinidad and Tobago",2002,"female","35-54 years",7,169414
"32776","Trinidad and Tobago",2002,"female","5-14 years",2,105922
"32777","Trinidad and Tobago",2002,"female","55-74 years",1,78237
"32778","Trinidad and Tobago",2002,"female","75+ years",1,20592
"32779","Trinidad and Tobago",2002,"male","15-24 years",29,132786
"32780","Trinidad and Tobago",2002,"male","25-34 years",29,94797
"32781","Trinidad and Tobago",2002,"male","35-54 years",49,170592
"32782","Trinidad and Tobago",2002,"male","5-14 years",0,108730
"32783","Trinidad and Tobago",2002,"male","55-74 years",19,69926
"32784","Trinidad and Tobago",2002,"male","75+ years",3,12679
"32785","Trinidad and Tobago",2003,"female","15-24 years",13,131317
"32786","Trinidad and Tobago",2003,"female","25-34 years",5,96104
"32787","Trinidad and Tobago",2003,"female","35-54 years",13,171695
"32788","Trinidad and Tobago",2003,"female","5-14 years",0,101728
"32789","Trinidad and Tobago",2003,"female","55-74 years",2,80631
"32790","Trinidad and Tobago",2003,"female","75+ years",2,21123
"32791","Trinidad and Tobago",2003,"male","15-24 years",23,133697
"32792","Trinidad and Tobago",2003,"male","25-34 years",25,96312
"32793","Trinidad and Tobago",2003,"male","35-54 years",36,172208
"32794","Trinidad and Tobago",2003,"male","5-14 years",1,104386
"32795","Trinidad and Tobago",2003,"male","55-74 years",20,72339
"32796","Trinidad and Tobago",2003,"male","75+ years",4,12918
"32797","Trinidad and Tobago",2004,"female","15-24 years",3,131237
"32798","Trinidad and Tobago",2004,"female","25-34 years",6,97964
"32799","Trinidad and Tobago",2004,"female","35-54 years",6,173777
"32800","Trinidad and Tobago",2004,"female","5-14 years",1,97999
"32801","Trinidad and Tobago",2004,"female","55-74 years",7,83319
"32802","Trinidad and Tobago",2004,"female","75+ years",2,21582
"32803","Trinidad and Tobago",2004,"male","15-24 years",26,133642
"32804","Trinidad and Tobago",2004,"male","25-34 years",41,98286
"32805","Trinidad and Tobago",2004,"male","35-54 years",48,173673
"32806","Trinidad and Tobago",2004,"male","5-14 years",0,100540
"32807","Trinidad and Tobago",2004,"male","55-74 years",23,75035
"32808","Trinidad and Tobago",2004,"male","75+ years",5,13062
"32809","Trinidad and Tobago",2005,"female","15-24 years",10,129974
"32810","Trinidad and Tobago",2005,"female","25-34 years",5,100221
